label,temporal___avg_diff_time_from_root,temporal___avg_diff_time_from_src,temporal___avg_reply_time_from_root,temporal___avg_reply_time_from_src,temporal___avg_retweet_time_from_root,temporal___avg_retweet_time_from_src,tweet_id
true,0.09287081339712917,8.3722009569378,0.0,7.868181818181818,0.09803030303030304,8.40020202020202,553588178687655936
false,0.6463392857142857,55.48866071428572,0.0,50.06,0.6580909090909091,55.587363636363634,656880145769197568
non-rumor,5.8380166147455865,128.5855244029076,1.653497267759563,102.145956284153,6.819769230769232,134.78865384615384,767710042816602112
unverified,17.16247011952191,150.26972111553786,2.6182258064516133,328.12209677419355,21.933597883597884,91.92661375661376,752875379765968897
true,1.2191124260355028,56.51408284023668,0.0,2.8725,1.2486666666666666,57.814484848484845,614593989203886080
non-rumor,0.9097925311203319,182.8760580912863,0.7685714285714286,398.8457142857142,0.914017094017094,176.41542735042736,691995324752252930
true,3.5202150537634402,28.490403225806453,3.076190476190477,42.31714285714286,3.5467806267806257,27.663162393162395,544277117039837184
true,1.2730000000000001,7.589,0.6772222222222222,9.196111111111113,1.3192241379310345,7.464310344827587,544518335019229184
non-rumor,17.857519841269838,385.64484126984127,0.17833333333333332,141.22400000000002,18.97645569620253,401.1145147679324,692691444046372865
unverified,471.87209591474254,1534.6647886323267,177.823125,1860.47109375,478.7129298436932,1527.0851435841514,663744139666804736
true,3.0999264705882354,31.8725,8.001999999999999,9.064,2.4922314049586776,34.7,552793679082311680
false,56.49606741573033,845.3520224719101,0.0,179.48,57.13806818181818,852.91875,661222523275636736
unverified,2.2866666666666666,80.84744680851064,1.605,34.99176470588235,2.5032710280373833,95.41841121495328,715264793737879553
unverified,0.8536697247706422,31.170366972477066,0.0,54.27,0.8861904761904762,30.290380952380954,648993731169939456
true,5.060826446280993,61.65231404958678,0.0,95.423,5.516756756756757,58.60990990990991,553160652567498752
unverified,14.222485875706216,138.90661016949153,72.140625,154.7109375,1.440551724137931,135.41875862068966,707332312724283392
false,302.2680503144654,4119.973270440251,48.2875,821.255,308.8223870967742,4205.101483870968,661102820976930816
unverified,19.556256157635467,91.96480295566502,11.095652173913043,105.08710144927538,21.288545994065284,89.2780415430267,755439197125767169
unverified,13.648992366412214,531.3776641221373,8.362328042328043,659.547619047619,15.793154506437766,479.3945708154506,715253497462145024
unverified,103.01385321100918,2587.890183486238,6.021666666666667,924.2766666666666,108.66388349514564,2684.799708737864,732971411157880832
unverified,7.722545454545455,559.3016363636364,0.3666666666666667,8.508333333333333,8.000125786163522,580.0862893081761,742050150307246080
non-rumor,621.2502272727273,971.9888257575758,0.0,220.484,633.2434749034749,986.4966409266408,682999206290829312
non-rumor,155.92678876678875,840.3788034188035,825.9000970873791,135.51631067961168,59.547946927374305,941.776620111732,689867195657101312
non-rumor,5.134037267080746,712.2862732919256,1.5969230769230771,146.69076923076926,5.2828478964401295,736.0815533980583,692796451987034113
false,24.923842105263162,430.39589473684214,4.514705882352941,480.4326470588235,29.371987179487185,419.4904487179487,663515735231062016
non-rumor,36.65888446215139,467.1687450199204,5.80157894736842,198.77526315789473,37.25410152284263,472.3458781725888,766822417712963584
true,3.7436458333333333,144.72906249999997,0.0,3042.37,3.7830526315789474,114.22757894736841,525068915068923904
unverified,501.7008695652174,1411.3884782608695,,,501.7008695652174,1411.3884782608695,724624672604610562
true,66.78570895522388,226.72175373134328,7.942857142857142,111.54142857142858,68.36386973180078,229.81088122605362,498430783699554305
non-rumor,33.22339694656488,175.35104961832062,4.5,315.1731578947369,34.30407920792079,170.09041584158413,687409983139495939
unverified,1.403142857142857,702.4160952380953,0.0,273.35,1.4166346153846152,706.5417307692308,654336219447472128
unverified,19.4625,348.27458333333334,0.0,41.43333333333333,20.09032258064516,358.17268817204297,745236050407194624
unverified,26.293052064631954,603.8045601436265,11.435955056179775,373.87994382022475,33.27079155672823,711.7902638522428,724320681517670400
non-rumor,10.100181818181818,783.2449818181818,0.0,559.1692307692308,11.154819277108432,806.6424497991969,687643002240679936
unverified,4.485072992700729,151.25072992700728,5.468571428571429,82.10000000000001,4.459288389513108,153.06367041198502,716439952922312704
true,0.9041400580551524,8.6861030478955,1.133125,7.470937500000001,0.8986961367013373,8.714992570579495,553587013409325058
non-rumor,14.650090090090092,231.98201201201204,0.0,21.325000000000003,14.738610271903323,233.25486404833836,692826642583019521
false,824.4195857988165,4904.9736094674545,1.7835416666666666,824.9433333333335,960.5800344827587,5580.288965517241,672424512516964352
true,3.040952380952381,25.658666666666665,0.0,132.56714285714287,3.2581632653061225,18.022346938775513,544511199702822913
false,96.15970740103269,1086.25421686747,82.08611940298508,1032.2905970149254,100.37863534675616,1102.431230425056,643103859729166337
unverified,5.614716312056738,462.001914893617,3.4461666666666675,539.3857499999999,18.00642857142857,19.80857142857143,715253497462145024
false,15.927863247863252,293.84034188034195,0.0,96.6925,16.491681415929204,300.8190265486725,662381914842603520
false,19.993058252427183,153.68043689320388,3.6747058823529417,28.40529411764706,21.46084656084656,164.9485714285714,674244561519161344
true,6.1151287553648075,416.4490128755365,3.363913043478261,63.44217391304348,6.2579683972911955,434.7766817155756,614610364702044164
false,5526.434547803618,22701.358811369504,3074.533909774436,24764.398345864654,6035.175241809672,22273.30224648986,659462980476637184
non-rumor,4.190252100840336,249.59899159663865,1.9789473684210528,314.34991228070174,4.886629834254144,229.207817679558,693476774462820352
non-rumor,6.239907120743034,92.11195046439629,0.0,5.543333333333334,6.298406249999999,92.92353125000001,641666167992647681
true,63.11714285714285,207.52354497354497,5.6978947368421045,252.1863157894737,69.53458823529411,202.53182352941178,640967537178472448
true,51.7736186770428,533.6308171206225,100.30999999999999,657.0881081081083,43.61068181818181,512.8675454545455,641972184412327937
unverified,9.078066666666665,684.9872000000001,9.757249999999999,1074.163,8.831090909090909,543.4687272727273,652982112870662144
false,46.341551724137936,376.9961206896552,1.1923076923076923,439.80846153846153,49.021643835616445,373.26753424657534,666633171325353989
true,42.64627027027027,242.720027027027,42.661111111111104,478.4492592592593,42.645102040816326,224.16408163265305,614618682543616000
false,11.726436781609197,210.60758620689657,0.0,3738.433333333333,12.145238095238096,84.61380952380952,647193820812177408
false,2.6191489361702125,369.37312056737585,7.53673469387755,236.07918367346937,0.0,440.36663043478256,663722803489808384
false,2968.4964814814816,3614.1014814814807,0.0,1269.7649999999999,3059.1375954198475,3685.68427480916,604625816992002049
non-rumor,70.19426229508196,283.7491803278689,0.35797468354430384,281.3445569620253,86.04790229885057,284.2950574712644,693571567377342466
non-rumor,2.835111111111111,241.29944444444442,0.6208,192.812,2.9653647058823527,244.1516470588235,688819658057740290
false,4.3494153846153845,74.1956,0.0,21.695714285714285,4.445157232704402,75.3512578616352,656830586577883136
non-rumor,16.30630225080386,370.62128617363334,3.011,15.209,16.74800664451827,382.4290033222591,692082592380751874
true,3.764978260869565,32.59782608695652,1.1300000000000001,121.88333333333333,3.7998017621145377,31.417841409691633,552783667052167168
non-rumor,21.29682461538461,581.2834461538462,5.750930232558139,590.1970348837208,23.137081899518233,580.2282931865107,761573188543229952
false,39.65711538461539,519.3360256410256,0.0,608.26,40.17214285714286,518.1811688311687,656818921979310081
false,203.44,3383.125412844037,0.0,2761.3933333333334,209.19773584905658,3400.7216037735852,659428447459110912
non-rumor,5.056134969325154,215.90466257668712,12.373039647577095,278.3104405286344,2.2314115646258506,191.81263605442177,766568413418356736
non-rumor,17.52642748091603,262.28538931297703,1.3856249999999999,359.5340625,19.274331641285958,251.7542301184433,767754921403899906
true,19.820067796610168,147.80938983050845,4.073235294117646,87.60176470588236,21.871379310344825,155.65252873563222,649985459389661184
unverified,90.51162068965516,624.6303103448275,107.979,560.007,89.21774074074074,629.4172222222222,656361703664451585
false,38.27835526315789,689.9790789473684,0.8269230769230769,820.3007692307692,41.7810071942446,677.7907194244605,658065957823324160
unverified,13.119379844961239,730.060860873113,10.27704301075269,487.6989247311828,13.352790286975717,749.9634304635762,714998347111669760
false,2401.8252742616037,13417.756898734178,2705.9333333333334,2763.9166666666665,2399.888280254777,13485.6157537155,594687353937100801
non-rumor,12.441129943502826,166.22426553672315,0.19812500000000002,18.118125,13.020680473372783,173.2352071005917,693196937172951040
unverified,92.02818965517241,404.99741379310353,0.08478260869565217,399.3091304347826,114.76688172043008,406.40419354838707,763520953619918848
unverified,2.862783018867925,304.43183962264146,8.602656249999999,112.1715625,0.3806756756756757,387.57141891891894,650975967146602496
non-rumor,34.69412238325281,537.9807729468599,3.816,263.637,35.19949263502455,542.4708510638297,767129248045948929
true,2.5400985221674874,228.0809852216749,0.0,153.57181818181817,2.848839779005525,237.13734806629836,650128194209730561
unverified,3.0260000000000002,85.27674999999999,0.0,125.73941176470586,3.5254368932038838,78.59844660194176,715254040289021952
non-rumor,776.2632510288065,3022.5226337448553,0.0,1741.5883333333331,795.9154852320676,3054.9513502109703,681824512120324096
unverified,264.6317490494297,442.10889733840304,0.0,97.07736842105263,285.2383196721312,468.976106557377,727588444000526336
true,41.52635071090047,987.6925592417061,9.711818181818181,204.06636363636363,43.27615,1030.7920000000001,667487418388488192
non-rumor,28.880724137931033,194.52862068965518,3.6697222222222217,67.50972222222222,32.45393700787402,212.53129921259844,693534670428971008
unverified,2.4907352941176466,92.75419117647058,0.0,53.729,2.6884126984126984,95.85142857142856,705093513076015104
unverified,148.3787113402062,594.6542783505155,45.80416666666667,481.62958333333336,162.85982352941176,610.6107058823529,725174535897620481
unverified,103.84732265446226,1810.6491075514875,80.4064367816092,1349.7485057471263,109.67405714285714,1925.2158285714283,774833492865593344
true,7.98695278969957,155.9915879828326,3.8034999999999997,102.88,8.379765258215963,160.9785915492958,614671961801785344
false,14.313813559322032,259.28711864406785,0.0,7.46,14.560603448275861,263.6289655172414,658786161733734400
non-rumor,9.958576923076924,219.95988461538465,0.0,93.59499999999998,10.4404435483871,226.07431451612905,693059995013742592
unverified,1.8586725663716812,144.1753097345133,0.12454545454545456,20.023636363636363,2.0456862745098037,157.5642156862745,716416753409081344
unverified,131.0402797202797,1023.0883916083917,54.961176470588235,713.5188235294117,141.30492063492062,1064.8557142857144,727116900983934976
false,12.745225806451616,343.2543010752688,3.7349397590361444,407.0130120481928,14.702958115183243,329.4009685863874,613023744454475776
non-rumor,1.547431506849315,1484.3165753424657,0.30463414634146346,81.0080487804878,1.7504382470119522,1713.5422709163345,693060960001597440
false,206.21599483204136,486.5807235142119,100.0535,418.6415,218.45374639769452,494.41233429394816,673581371458199552
unverified,28.678785046728972,320.80588785046723,0.0,869.78,28.94933962264151,315.6268867924528,724044187113512960
false,29.505094339622644,126.67578616352199,0.0,9.475,29.880955414012742,128.1687898089172,669201837187334144
non-rumor,14.328269617706237,129.5947384305835,74.63120000000002,104.8924,12.772466460268319,130.23205366357067,692911086920667136
non-rumor,28.57347222222222,180.86475694444445,0.0,46.72166666666667,29.18141843971631,183.71886524822696,690969315470868480
true,2.0140983606557374,17.665300546448087,0.0,18.276,2.0706741573033707,17.648146067415734,553535829017370625
true,28.89073684210526,47.91163157894737,0.135625,46.309375,31.534885057471257,48.05896551724138,544515538383564801
non-rumor,69.39666666666666,688.3560969387755,0.14360000000000003,482.61376,77.63323501427212,712.8259276879163,762793077509464064
non-rumor,59.152833607907745,396.26800658978584,32.814375,196.68062500000002,59.623951928451646,399.8380435997764,767859423150759936
non-rumor,13.096394658753708,488.62629080118694,0.25789473684210523,428.1622807017544,14.282447325769859,494.2121069692058,761999790892806144
unverified,46.1881560283688,431.3585106382979,45.51833333333334,204.39722222222224,46.28617886178862,464.57235772357717,727187859367546880
non-rumor,1.5841370106761565,243.59790035587187,0.16615384615384615,23.751153846153844,1.6177140255009108,248.80374316939887,723198441690636288
true,5.4813636363636355,43.582181818181816,0.34181818181818185,132.16727272727275,6.052424242424242,33.739393939393935,544289409294553088
unverified,7.691638418079097,260.77768361581917,9.49,149.03615384615387,7.54908536585366,269.635243902439,748558349139058688
non-rumor,18.816532846715326,158.1947080291971,0.22954545454545452,346.59272727272725,20.439206349206348,141.7472619047619,687274510643511296
false,9278.172429649965,33333.429100892245,2183.2433018867923,36499.24301886792,9834.843404885269,33085.03807549964,640644123339431936
unverified,4994.249787234043,21016.1075177305,1461.6779999999999,32633.704000000005,5755.579913793104,18512.315172413793,757190314880884736
false,95.39490445859873,16171.402229299363,0.0,5537.193529411765,106.97857142857143,17462.699,620971220301787136
non-rumor,123.89882239382237,665.7295366795367,9.371511335012595,781.3761209068009,499.66198347107434,286.29404958677685,692692529779707904
non-rumor,3.230035211267606,115.06971830985917,6.778571428571429,39.652857142857144,3.140361010830325,116.97555956678703,693135382309896192
unverified,6.686493506493506,784.7581168831168,0.5694444444444444,81.27277777777778,7.496102941176471,877.8664705882354,756690088533393409
true,1.6106410256410257,63.18301282051283,0.048,14.547333333333333,1.6895622895622897,65.63936026936027,552811386259386370
non-rumor,4.2954992764109985,115.23801736613602,0.0,27.021666666666665,4.333124087591241,116.01071532846714,692890520960397312
unverified,63.18152173913044,878.00077294686,60.81719999999999,750.4667999999999,63.333470437018,886.1970437017995,742678930516123650
false,216.2503754266211,3338.484880546075,7.47875,291.93875,222.1106315789473,3424.0019649122805,672902686380003328
unverified,3.7079199999999997,136.63703999999998,4.836,99.25760000000002,3.4259,145.9819,731093044460683264
true,0.3614322916666666,20.342421875000003,0.052941176470588235,8.474705882352941,0.3757220708446867,20.89215258855586,524959809402331137
true,0.033529411764705884,28.678333333333338,0.0,310.0125,0.03489795918367347,17.19530612244898,553512735192141826
unverified,17.611103448275863,472.1060689655173,13.584074074074074,184.7940740740741,18.532542372881352,537.8469491525424,780436430732525569
false,112.81484175720357,1254.260836088805,11.959574468085108,420.83765957446815,120.0114979757085,1313.730809716599,612646796355960832
false,243.20192052980136,554.2280794701986,0.0,6874.5,246.4663758389262,469.3922147651007,667379734343471104
false,3.073217821782178,121.69299504950493,6.9107692307692306,121.15897435897435,2.1550306748466257,121.82076687116565,666070802924617728
false,29.453705179282867,285.91,11.482727272727272,274.79,31.18017467248908,286.97829694323144,647169726158925824
non-rumor,374.99844987363105,1078.9833108677337,223.13760000000002,965.2636,381.67658751099384,1083.98417766051,763964234774347776
unverified,122.45431506849316,428.40650684931506,0.0,4.38,123.29882758620691,431.3308275862069,703234354579898368
non-rumor,3.8907168458781363,203.4510035842294,0.037142857142857144,25.55857142857143,4.20437984496124,217.93062015503878,693818562981421056
unverified,12.344829192546586,606.6068788819875,6.526911764705882,1591.966323529412,13.031666666666668,490.27972222222223,715515982584881152
unverified,2.7369927536231877,611.6693236714975,10.444078947368421,197.1582894736842,1.9580851063829785,653.5613962765957,701872343736520704
true,2.75715667311412,342.75203094777555,0.0,421.62999999999994,2.773249027237354,342.2916536964981,614494460747997184
true,34.357259475218655,199.217944606414,148.25512820512822,823.0394871794872,27.491700154559503,161.61510046367852,614599815280857088
false,399.7743578947368,291.29884210526313,40.69923076923077,521.5238461538462,420.56712694877496,277.96732739420935,661870323034431489
unverified,14.110535714285714,295.60785714285714,0.0,168.21333333333334,14.909245283018869,302.8188679245283,742571519105077248
unverified,150.82979166666664,12049.870989583333,0.0,9.3975,154.03893617021274,12306.051276595745,653285570383335424
unverified,169.6120207253886,723.0800518134714,4.2,552.97,178.17558583106265,731.8868392370572,757748522481491968
unverified,18.897382716049385,170.3559012345679,15.455555555555557,175.765,19.641561561561563,169.18636636636637,741995157969592321
true,3.1168088467614536,25.624849921011055,0.5089473684210526,19.099473684210526,3.1975081433224757,25.82677524429967,544517264054423552
false,12.913097345132742,761.8725663716814,3.593529411764706,648.5535294117647,14.563437500000001,781.9394791666667,656202544331517952
false,0.4908411214953272,343.7844859813084,2.7642105263157895,23.6478947368421,0.0,412.9048863636363,672828403016429568
false,0.9155759162303665,1357.4014921465969,,,0.9155759162303665,1357.4014921465969,629209452793626624
non-rumor,29.307198986058303,656.8210076045626,9.99958041958042,717.2602797202798,31.23123344947735,650.7981393728222,689890946683576322
true,8.241999999999997,59.705099999999995,0.75625,54.97749999999999,8.892934782608695,60.11619565217392,544268732046913536
false,31.129208633093526,3881.3156834532374,0.0,12991.929999999998,32.05155555555556,3611.371555555556,613362193787129860
true,1.5320129870129868,13.83720779220779,0.5152631578947368,5.17421052631579,1.5988581314878891,14.40674740484429,544301453717041152
true,2.208636363636364,14.274772727272728,0.0,8.645,2.3138095238095238,14.542857142857141,544350712365207552
true,5.93668508287293,890.904226519337,34.54236363636364,1700.3374545454544,0.8118892508143323,745.8917589576547,615689290706595840
unverified,28.848382352941176,1541.1514705882353,0.0,1579.106818181818,980.845,288.62499999999994,752934272500109313
non-rumor,10.933013392857147,3991.2125669642855,0.0,35.71,11.05641083521445,4035.857065462754,691608761128067072
unverified,70.90396946564886,424.25786259541985,0.0,203.1,71.44938461538462,425.95907692307696,723644048867774464
true,4.201255506607929,19.125418502202645,2.3183333333333334,91.41000000000001,4.252375565610859,17.16294117647059,553586897168392192
true,3.478695652173913,36.76608695652174,12.238181818181818,50.43181818181818,2.987091836734694,35.99913265306123,553508098825261056
false,64.85527131782946,133.12875968992248,0.0,507.525,65.19218181818182,131.18384415584413,652783670370115585
non-rumor,2.689621451104101,131.66668769716088,0.2808955223880597,167.23328358208954,3.3351599999999992,122.13484,692540218310803456
false,5.83933962264151,440.15330188679246,7.314545454545455,219.63545454545454,5.668526315789474,465.686947368421,659439879701602304
unverified,110.24902985074625,1439.3195522388057,0.08863636363636364,1199.0463636363636,131.88767857142858,1486.5160714285716,726442550266044416
true,18.325822784810125,151.576582278481,238.64272727272729,145.0381818181818,1.8395238095238093,152.06585034013605,544504183341064192
true,4.935830258302584,216.66468634686342,0.9436986301369863,144.35232876712328,6.407676767676768,243.32530303030302,649974380416618496
unverified,10.80703125,501.8142708333334,3.177333333333333,135.348,11.45361581920904,532.8707344632768,765739657908850688
false,47.84463343108504,783.1239589442815,76.10857142857142,1166.4278571428572,46.63455657492355,766.7133944954128,662430295254175744
non-rumor,102.90683297180044,1351.986431670282,202.9044913151364,2190.943151364764,25.25932562620424,700.5421965317919,766752508312166402
true,2.740137931034483,8.160206896551724,0.0,16.793333333333333,2.798028169014085,7.97781690140845,544512676643500033
false,2085.290090909091,4166.236181818182,26.2575,931.9225,2162.9894339622642,4288.2857547169815,641191076716417025
false,96.02272189349114,689.2428994082841,7.332500000000001,405.1925,107.92744966442953,727.3704697986577,615346611955183616
false,519.803888888889,7781.376565656566,106.39785714285713,1196.8292857142858,551.258695652174,8282.374728260871,667465205258051584
non-rumor,13.772972582972583,584.8199567099567,0.9495161290322579,293.3522580645162,15.03296354992076,613.458621236133,693840291992838147
true,57.17719101123594,87.98258426966294,0.0,160.75,57.82693181818181,87.15568181818183,553221600955621376
true,6.033723404255318,109.36430851063831,2.692222222222222,86.2537037037037,6.594099378881987,113.23999999999998,649881917534433280
true,4.33417864476386,73.50663244353183,0.83,51.62605633802817,4.609700996677741,75.22703211517167,614593386188828672
non-rumor,7.801365079365079,611.1519365079365,0.0,897.75,8.1103300330033,599.8015181518152,692150118921957376
true,0.32201257861635224,23.35194968553459,0.08666666666666667,5.6722222222222225,0.33613333333333334,24.412733333333332,553566026030272512
true,1.8659271523178809,24.331291390728474,0.0,328.9711111111111,1.9232423208191125,14.973754266211602,553531413459660800
false,545.1523571428571,6430.4652857142855,27.5732,406.62559999999996,595.8954117647058,7021.037803921569,672632863452299264
unverified,78.7786013986014,771.6618181818181,64.03999999999999,525.1800000000001,79.53720588235295,784.3483823529413,733242244522725376
unverified,0.6131707317073171,202.81378048780488,2.052244897959184,170.16734693877552,0.0,216.72400000000002,749286768554438658
true,0.7731355932203389,5.650762711864408,0.0,2.2,0.7864655172413794,5.710258620689655,544350567183556608
non-rumor,1510.1797360703813,5791.865410557185,2183.1924691358026,4116.9204938271605,1419.4741930116472,6017.606738768719,765359928361922560
